TOTLGIVE,DWEL_VAL,AVE_INC,WESBROOK,PARENT,CHILD,SPOUSE,SEX,FACSTAFF,ATHLTCS,OTHERACT,PROV,MARITAL_D,MARITAL_G,MARITAL_M,MARITAL_S,MARITAL_U,MARITAL_W
0.0051555865084201465,0.41735172906791534,0.2539759604570914,Y,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
1.5798857968266864e-4,0.21080931317046958,0.08625598657033294,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.0027051513949746735,0.5779615805331133,0.7903479754008876,N,N,N,N,F,N,N,N,ON,0,0,0,0,1,0
0.03272620579140993,0.06064631349670882,0.09647635819028653,Y,N,N,N,M,N,N,N,BC,0,0,0,1,0,0
3.1920141609355503e-4,0.611925842944597,0.2753849783029685,N,N,N,Y,M,Y,N,N,BC,0,0,1,0,0,0
0.04088357531380079,0.17561565660442535,0.11344722217650577,Y,N,N,Y,M,N,N,Y,BC,0,0,0,0,1,0
0.00676771487252901,0.4263988706365503,0.2762133605437698,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
2.547162815292005e-4,0.10911862634093919,0.043448922828788206,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
6.416270889153278e-4,0.2991739670690284,0.19440375679575167,N,N,N,N,M,N,N,N,BC,1,0,0,0,0,0
0.015440965471434698,0.611925842944597,0.2753849783029685,Y,N,N,N,M,N,N,N,BC,0,0,1,0,0,0
0.006219591228731997,0.42668013203093513,0.1261006237553694,Y,Y,N,N,M,Y,N,N,BC,0,0,1,0,0,0
0.02884742494736401,0.2851055000095953,0.2161090172972795,Y,N,N,Y,M,N,Y,Y,BC,0,0,0,0,1,0
0.003092062202360801,0.08978475407319272,0.06433403005217163,N,N,N,Y,M,N,N,N,BC,0,0,0,0,1,0
1.5798857968266864e-4,0.5001061476904182,0.2890999160645809,N,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.046458315196889234,0.20844108023565985,0.17587213289226095,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.07109163660047267,0.2925448339058512,0.10956315180241712,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.00879899661130618,0.08016129651307835,0.12482787753109176,Y,N,N,Y,M,N,Y,N,BC,0,0,1,0,0,0
0.0018668446456380644,0.14305650175593468,0.047508544406225484,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.0032210324714895097,0.36854058320059874,0.12097398002007867,Y,N,N,Y,M,Y,N,N,BC,0,0,0,0,1,0
0.0032855176060538646,0.20439127597919746,0.08267913080210441,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.010314397273568511,0.06902238576829338,0.05238009029915022,N,N,N,N,M,N,N,N,AB,0,0,0,0,1,0
0.013499962921047626,0.19844760502024603,0.08348831213003956,Y,Y,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.01837503909411283,0.5072726160548082,0.45481202306303936,Y,N,N,N,M,Y,N,N,BC,0,0,0,0,1,0
0.02680324618167397,0.6444700051814466,0.4539424960089531,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
2.708375651702891e-4,0.11221490049703506,0.04488076233110054,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
1.5798857968266864e-4,0.3708860273657142,0.19954685845635634,N,N,N,Y,F,N,N,N,BC,0,0,1,0,0,0
0.00831535810207352,0.28460054884952696,0.04522089278758853,Y,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.0013670848527643166,0.14162800571878179,0.1169637322185832,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.010633598689662066,0.5749528632290007,0.19930547555175196,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.0032210324714895097,0.058730857433456796,0.0836144895574464,Y,N,N,N,M,N,N,Y,ON,0,0,0,0,1,0
9.47931478096012e-4,0.21113675180870867,0.3141571073550468,N,N,N,N,M,N,N,N,ON,0,0,0,0,1,0
0.011201067873828385,0.3009107112015199,0.15313825205861215,Y,N,N,Y,M,Y,N,N,BC,0,0,1,0,0,0
0.02346936472469684,0.057928452858431366,0.0701244767751244,Y,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
6.577483725564165e-4,0.15567788193978008,0.10100228765161863,N,N,N,N,M,N,N,Y,BC,0,0,0,0,1,0
2.708375651702891e-4,0.11545330461148746,0.1700981440946221,N,N,N,Y,M,N,N,N,AB,0,0,0,0,1,0
0.03149776397795898,0.0820677570093458,0.1455429195262312,N,N,Y,Y,M,N,N,N,BC,0,0,0,0,1,0
0.045458795611141745,0.49899129708879464,0.24458945705304388,Y,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.0058649229886280465,0.1938352779750139,0.14189200309408995,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.043469429209831406,0.5072726160548082,0.45481202306303936,Y,Y,Y,Y,M,N,Y,Y,BC,0,0,1,0,0,0
0.024426968972977504,0.3439257134084323,0.18370336235414164,Y,Y,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.0016443709313910411,0.4201481509911915,0.27762874212076827,N,N,N,Y,M,N,N,Y,BC,0,0,1,0,0,0
0.006561362441923076,0.3375748431173118,0.25921780966957975,Y,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.010540095244543751,0.5876318150415475,0.2270123928177614,Y,N,N,N,F,Y,N,N,BC,0,0,0,0,1,0
0.001076901747224721,0.08259969487036788,0.1573514809389795,N,N,N,Y,M,N,N,Y,MB,0,0,0,0,1,0
5.771419543509732e-4,0.10720676850448099,0.21043377605152427,N,N,Y,N,M,N,N,N,ON,0,0,0,0,1,0
0.004252794624519183,0.5013223483467347,0.32100634727319605,Y,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
3.1920141609355503e-4,0.1302827966378169,0.12196968450157174,N,N,N,N,M,N,Y,N,ON,0,0,0,0,1,0
1.5798857968266864e-4,0.23879572146846034,0.16980738741407592,N,N,N,Y,M,N,N,N,BC,0,0,0,0,1,0
0.007035328180971081,0.5013223483467347,0.32100634727319605,Y,N,N,N,M,Y,Y,N,BC,0,0,0,0,1,0
0.008863481745870533,0.5876318150415475,0.2270123928177614,Y,N,N,N,F,Y,N,N,BC,0,0,0,0,1,0
0.002592302409487053,0.1995786476424418,0.1092449652463477,N,Y,N,Y,F,N,N,Y,BC,0,0,1,0,0,0
0.007196541017381968,0.12670555950027826,0.09414481877081242,Y,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
5.191053332430541e-4,0.11853638526933927,0.08170262723347761,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
1.5798857968266864e-4,0.41735172906791534,0.2539759604570914,N,N,N,N,F,N,N,N,BC,0,0,1,0,0,0
4.4817168522226416e-4,0.10020581857260742,0.11941322010280718,N,N,N,N,M,N,N,N,AB,0,0,0,0,1,0
0.018394384634482137,0.2282912980483218,0.2002271193693323,Y,N,N,N,M,N,Y,Y,BC,0,0,1,0,0,0
0.007734991890994329,0.14988233798384157,0.15006062002490633,Y,N,N,N,F,N,N,N,ON,0,0,0,0,1,0
0.005913286839551312,0.38607654148035847,0.2674275714136809,Y,N,Y,Y,M,N,Y,N,BC,0,0,1,0,0,0
0.0310463680360085,0.1898664338214128,0.13150156624589238,Y,N,N,N,M,Y,N,N,BC,0,0,0,0,1,0
7.544760744029482e-4,0.19901012780901572,0.11046559470713121,N,N,N,Y,F,N,N,N,BC,0,0,1,0,0,0
0.005639225017652806,0.2151487746838358,0.0866043459894779,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.007412566218172556,0.2660780767237905,0.37361410553918906,Y,N,N,Y,M,N,N,N,ON,0,0,1,0,0,0
0.05112381468262029,0.5749528632290007,0.19930547555175196,Y,N,N,N,F,Y,N,N,BC,0,0,1,0,0,0
0.0032210324714895097,0.22627689074823926,0.17304411272581646,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
1.0962472875940274e-4,0.14133834846187798,0.1338358486529188,N,N,N,Y,F,N,N,Y,BC,0,0,1,0,0,0
2.3859499788811184e-4,0.20897001957435377,0.14192766193227016,N,N,N,Y,F,N,N,N,BC,0,0,1,0,0,0
0.003301638889694953,0.1698686887102036,0.1407975510607133,Y,N,N,Y,M,N,Y,N,BC,0,0,1,0,0,0
0.005510254748524097,0.15086525360302444,0.09655590482930389,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.0011897507327123416,0.3930049271718897,0.15455637662316288,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.009991971600746738,0.19442238864687483,0.19422820559240303,Y,N,Y,N,M,N,N,N,BC,0,0,0,0,1,0
9.801740453781892e-4,0.23879572146846034,0.16980738741407592,N,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.029015086297231332,0.4364373236868871,0.27924161880153386,Y,N,N,N,F,N,N,N,BC,0,0,0,0,0,1
0.0021409064675365712,0.20221194995106412,0.16790924002786875,N,N,N,Y,F,N,N,N,BC,0,0,0,0,1,0
0.0053522661688414274,0.36199480895814545,0.21267479688177174,Y,N,N,Y,F,Y,Y,N,BC,0,0,1,0,0,0
0.01627927222077131,0.13042552630063906,0.1455429195262312,Y,N,N,N,M,Y,Y,N,BC,1,0,0,0,0,0
1.5798857968266864e-4,0.12074329770289201,0.2728202849415469,N,N,N,Y,M,N,N,N,AB,0,0,1,0,0,0
0.01015963295061406,0.5876318150415475,0.2270123928177614,Y,Y,N,Y,M,N,N,Y,BC,0,0,1,0,0,0
0.006364682781501795,0.1395194448175939,0.08033936241997333,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.025790829569013605,0.22229965073211921,0.29985517025723735,Y,N,N,N,F,Y,N,N,BC,0,0,0,0,1,0
7.738216147722546e-5,0.21632779366328272,0.14377917853008784,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.0767340858748537,0.14170836611717746,0.08044085295940927,Y,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.0011413868817890757,0.1372825471607592,0.14808841197478645,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.011139806995992249,0.39549849834001805,0.36325932752917167,Y,Y,N,Y,F,N,N,N,BC,0,0,1,0,0,0
0.019858197189092985,0.20937122186186646,0.41343131284870227,Y,N,N,N,F,N,N,N,AB,0,0,0,0,1,0
2.0635243060593457e-4,0.44081876451284807,0.18020879621248279,N,N,N,N,M,N,N,Y,BC,0,0,0,0,1,0
3.1920141609355503e-4,0.18239171736168416,0.11372152093173801,N,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.01675646221654753,0.12934066092229748,0.11452795927212082,Y,N,N,Y,M,N,N,N,BC,0,0,0,0,1,0
0.003140426053284067,0.40053241762459457,0.10827120466527324,N,Y,N,Y,F,N,N,N,BC,0,0,1,0,0,0
0.014602658722098089,0.1224248690245447,0.13872385247115748,N,Y,N,N,F,N,N,N,BC,0,0,0,0,0,1
0.007106261828991872,0.5072726160548082,0.45481202306303936,Y,N,N,Y,M,N,N,N,BC,0,0,0,0,1,0
3.0308013245246637e-4,0.4197145646625343,0.173831350153333,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
4.965355361455301e-4,0.20059334759830355,0.13460662815512142,N,N,N,Y,M,N,N,N,BC,0,0,0,0,1,0
0.0032210324714895097,0.4000868372066246,0.33632593275291717,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
3.1920141609355503e-4,0.21139582413786487,0.1059259503080375,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.01784948524741334,0.4526497342109808,0.10008064383403828,Y,N,N,Y,M,N,N,Y,BC,0,0,1,0,0,0
0.0032016869311202035,0.22837105874225183,0.21620776484916313,N,N,N,N,M,Y,Y,N,BC,0,0,0,0,1,0
0.017843036733956905,0.5013223483467347,0.32100634727319605,Y,N,N,N,F,N,N,N,BC,0,0,0,0,0,1
0.03813328432463106,0.23558010612370223,0.13149059429568308,Y,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.01779467288303364,0.19901012780901572,0.11046559470713121,Y,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.0017217530928682666,0.21685973152430482,0.13871562350850053,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.016988608700979207,0.5455541509144294,0.45038758414114316,Y,N,Y,Y,F,N,N,N,BC,0,0,1,0,0,0
0.010365985381219994,0.4000868372066246,0.33632593275291717,Y,N,N,N,M,N,N,Y,BC,0,0,0,0,1,0
0.0015282976891752029,0.2908596643574047,0.27246918253484964,N,N,N,Y,M,N,N,Y,BC,0,0,1,0,0,0
0.029982363315696647,0.3840159569364217,0.22739366808753422,Y,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
7.738216147722546e-5,0.0792869274021762,0.07932445702561401,N,N,N,Y,F,N,N,N,BC,0,0,1,0,0,0
0.02403360965213494,0.4364373236868871,0.27924161880153386,Y,N,N,N,M,Y,N,N,BC,0,0,0,0,1,0
0.013296834747169908,0.6918466579669539,0.4011290136765359,Y,N,N,Y,F,N,N,N,BC,0,0,1,0,0,0
6.416270889153278e-4,0.2122581991594542,0.16580811156278974,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.008138023982021545,0.4501999414688442,0.1954460920656342,Y,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
8.189612089673028e-4,0.0988348941641559,0.16867453355496673,N,N,N,Y,M,N,N,N,QC,0,0,0,0,1,0
0.024420520459521068,0.20881469611775316,0.1601054404415113,Y,N,N,Y,M,N,Y,N,BC,0,0,1,0,0,0
3.9980783429899823e-4,0.3439257134084323,0.18370336235414164,N,N,N,Y,F,N,N,N,BC,0,0,1,0,0,0
0.014844477976714418,0.5439175574276996,0.4045604911044914,Y,N,Y,Y,F,Y,N,N,BC,0,0,1,0,0,0
0.001125265598147987,0.2462110671860907,0.25672991995962324,N,N,N,N,F,N,N,N,ON,0,0,0,0,1,0
0.02928914811912984,0.19532734268552457,0.16356983372009457,Y,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.001076901747224721,0.41735172906791534,0.2539759604570914,N,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
8.834463435316574e-4,0.20699879099579727,0.24360746750931245,N,N,N,N,M,N,N,N,ON,0,0,0,0,1,0
0.0020925426166133053,0.1366546565852348,0.08457179221320693,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.026274468078246262,0.41735172906791534,0.2539759604570914,Y,N,N,Y,F,N,N,N,BC,0,0,1,0,0,0
0.0032210324714895097,0.33765040587998235,0.18614736426326098,Y,N,Y,Y,F,N,N,N,BC,0,0,1,0,0,0
7.738216147722546e-5,0.3189402262565008,0.18621319596451671,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
3.1920141609355503e-4,0.24182183020207643,0.0917392186874256,N,N,N,N,F,N,Y,N,BC,0,0,0,0,1,0
4.1592911794008684e-4,0.16423266614212517,0.3164255580608175,N,N,N,N,M,N,N,N,AB,0,0,0,0,1,0
0.009991971600746738,0.10986106046940068,0.09572752258850249,Y,N,N,N,M,N,N,Y,BC,0,0,0,0,1,0
2.3859499788811184e-4,0.33416372411675527,0.14171919487829365,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
2.224737142470232e-4,0.15283528277264963,0.13705611603934542,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
3.9980783429899823e-4,0.12733045155347444,0.10787895744529111,N,N,N,N,F,N,N,N,AB,0,0,0,0,1,0
3.9980783429899823e-4,0.09362286265328446,0.3050586176439931,N,N,N,Y,F,N,N,N,AB,0,0,1,0,0,0
3.1920141609355503e-4,0.14494017348250782,0.10158928698781565,N,N,N,Y,F,N,N,N,BC,0,0,1,0,0,0
0.0029792132168731805,0.10195995413460247,0.08987947312695095,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
6.126087783613682e-5,0.3413853652919841,0.161191663512231,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.01305501549255358,0.5876318150415475,0.2270123928177614,Y,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.004188309489954828,0.09653502753842906,0.1246989571161326,Y,N,Y,Y,M,N,N,N,ON,0,0,0,0,1,0
8.028399253262142e-4,0.28892861597804603,0.08757262059544774,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.0015444189728162916,0.16856972883762883,0.1455429195262312,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
2.1280094406237002e-4,0.06693661363679979,0.09040338374944455,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.028308974073751648,0.08253852501487267,0.05759725262366759,Y,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
1.5798857968266864e-4,0.5749528632290007,0.19930547555175196,N,N,N,N,F,Y,N,N,BC,0,0,0,0,1,0
0.048118807411921365,0.4263988706365503,0.2762133605437698,Y,N,N,N,M,Y,Y,Y,BC,0,0,0,0,1,0
0.02546840389619183,0.17652240975647202,0.13184992566503734,Y,N,N,N,M,N,Y,N,BC,0,0,0,0,1,0
1.5798857968266864e-4,0.08502310061601642,0.2142904165500897,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
3.1920141609355503e-4,0.18934409123184096,0.13155642599693881,N,N,N,Y,M,N,Y,N,BC,0,0,0,0,1,0
0.016908002282773765,0.3189402262565008,0.18621319596451671,Y,N,N,Y,F,N,Y,N,BC,0,0,1,0,0,0
9.640527617371006e-4,0.2119181667274367,0.1747557369584657,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.019358437396219237,0.4943052063942889,0.21692917057542394,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
1.0962472875940274e-4,0.12675053733520122,0.11282730698968088,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.001431569987328671,0.15408086894778253,0.27628467822013025,N,N,N,N,F,N,N,N,AB,0,0,1,0,0,0
7.738216147722546e-5,0.16916523537200867,0.1630596380353626,N,N,N,Y,M,N,N,N,BC,0,0,0,0,1,0
0.0767340858748537,0.39622114222111343,0.1341869510596161,Y,N,N,Y,M,N,N,N,ON,0,0,0,0,1,0
0.006670987170682478,0.1178965006045021,0.09208209213146591,N,N,N,Y,F,N,N,Y,NT,0,0,1,0,0,0
0.00676771487252901,0.40053241762459457,0.10827120466527324,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
1.5798857968266864e-4,0.19803800687021436,0.12626520300850874,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.0024955747076405212,0.07641554242069508,0.080479254785141785,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
